"","Short_name","Authors","Abstract","Title","Source","DocumentType","PubDate","PubYear","DoI","WoSCat","WoSID"
"786","ZIEGLER R, 2020, RES POLICY","ZIEGLER R","PALUDICULTURE IS THE PRODUCTIVE USE OF WET AND REWETTED PEATLANDS. A MAJOR MOTIVATION IS CLIMATE CHANGE, BECAUSE DRAINED PEATLANDS CONTRIBUTE SIGNIFICANT AMOUNTS OF ANTHROPOGENIC GREENHOUSE GAS EMISSIONS. THE STUDY PRESENTS AN ANALYSIS OF PALUDICULTURE AS A CRITICAL SUSTAINABILITY INNOVATION MISSION IN THE MAKING. IT IS BASED ON QUALITATIVE INTERVIEWS CONDUCTED IN 2018 IN THE NORTH-EAST OF GERMANY AS WELL AS ON SUBSEQUENT REGIONAL AND EUROPEAN LEVEL STAKEHOLDER WORKSHOPS FOCUSED ON WET AGRICULTURE OPTIONS FOR REWETTED MIRES AND OTHER TYPES OF WETLANDS. A SOCIAL GRID APPROACH OF COGNITIVE FRAMES, INSTITUTIONS AND SOCIAL NETWORKS AND THEIR INTERPLAY IS USED TO ANALYSE PALUDICULTURE OPTIONS FOR CURRENTLY DRAINED MIRES. THE ANALYSIS SUGGESTS A PATHWAY OF PALUDICULTURE AS LAND USE AT THE MARGINS OF INTENSIVE, DRYLAND AGRICULTURE. IT ALSO POINTS TO STRATEGIES FOR PALUDICULTURE TO MOVE FROM THE MARGIN TO A TRANSFORMATION PATHWAY, BASED ON THE USE OF FRAMING, INSTITUTIONAL CONVERSION AND PRODUCTIVE NICHE WORK. THE STUDY PROPOSES A 3MS-SCHEMA OF MISSION, MODES AND MAKING INNOVATION AS A DEVICE TO CREATE SPACE FOR A WIDE AND INCLUSIVE DISCUSSION OF PALUDICULTURE.","PALUDICULTURE AS A CRITICAL SUSTAINABILITY INNOVATION MISSION","RESEARCH POLICY","ARTICLE","JUN",2020,"10.1016/j.respol.2020.103979","MANAGEMENT","WOS:000530846700007"
"787","XUE D, 2021, LAND DEGRAD DEV","XUE D;CHEN H;ZHAN W;HUANG XY;HE YX;ZHAO CA;ZHU D;LIU JL","ALPINE PEATLANDS ON THE QINGHAI-TIBET PLATEAU ARE AN IMPORTANT SOIL CARBON POOL AND ARE EXTREMELY SENSITIVE TO GLOBAL CHANGE. DURATION OF DRAINAGE AND WATER TABLE DRAWDOWN ACCELERATE PEATLAND DEGRADATION BECAUSE THE SOIL CHANGES FROM AN ANAEROBIC TO AEROBIC ENVIRONMENT, AND CLIMATE WARMING EXACERBATES THIS SHIFT. THE OBJECTIVE OF THE PRESENT STUDY WAS TO EVALUATE THE EFFECTS OF DRAINAGE ON MICROBIAL CHARACTERISTICS AND GREENHOUSE GAS (GHG) EMISSIONS, AS WELL AS IDENTIFY THE FACTORS MEDIATING THOSE EFFECTS. THIS STUDY ALSO ANALYZED WHETHER WARMING INCREASES THE VARIABILITY OF GHG EMISSIONS. WATERTABLE DRAWDOWN EXERTED GREATER INFLUENCE ON MICROBIAL COMMUNITIES THAN DURATION OF DRAINAGE DID. WATERTABLE DRAWDOWN SIGNIFICANTLY INCREASED THE RELATIVE ABUNDANCES OF PROTEOBACTERIA, ACIDOBACTERIA, ACTINOBACTERIA, AND BASIDIOMYCOTA, AND CHANGES IN SOIL MICROBIOTA CORRELATED WITH DIFFERENCES IN GHG EMISSIONS ACROSS THREE WATER-TABLE TREATMENTS. LONGER DRAINAGE WAS ASSOCIATED WITH LOWER GHG EMISSION; WATERTABLE DRAWDOWN DECREASED EMISSIONS OF CO2 AND CH4, BUT INCREASED EMISSION OF N2O. IN ADDITION, HIGH TEMPERATURE INCREASED CO2 EMISSION BY 75% AND N2O EMISSION BY 42%, WITHOUT SIGNIFICANTLY AFFECTING CH4 EMISSION. STRUCTURAL EQUATION MODELLING SHOWED THAT MICROBES, ESPECIALLY PROKARYOTES (R = 0.79, P < 0.05 FOR ALL), WERE THE PRIMARY FACTOR AFFECTING GHG EMISSIONS FROM DRAINED PEATLANDS. OVERALL, THIS STUDY INDICATES THAT THE WATERTABLE EXERTS A GREATER EFFECT ON GHG EMISSIONS THAN DURATION OF DRAINAGE, AND THAT WARMING INCREASES VARIABILITY OF GHG EMISSIONS.","HOW DO WATER TABLE DRAWDOWN, DURATION OF DRAINAGE, AND WARMING INFLUENCE GREENHOUSE GAS EMISSIONS FROM DRAINED PEATLANDS OF THE ZOIGE PLATEAU?","LAND DEGRADATION & DEVELOPMENT","ARTICLE","JUL 15",2021,"10.1002/ldr.4013","ENVIRONMENTAL SCIENCES; SOIL SCIENCE","WOS:000663845500001"
"788","NIEMINEN M, 2021, SCI TOTAL ENVIRON","NIEMINEN M;SARKKOLA S;SALLANTAUS T;HASSELQUIST EM;LAUDON H","TOTAL ORGANIC CARBON (TOC) CONCENTRATIONS IN STREAM WATERS FROM PEAT-COVERED CATCHMENTS HAVE INCREASED OVER THE LAST 15-25 YEARS, RESULTING IN LARGE-SCALE BROWNIFICATION OF LAKES AND RIVERS IN HIGH LATITUDES. WHILE THIS INCREASE HAS PRIMARILY BEEN ATTRIBUTED TO DECREASED ACID DEPOSITION AND CLIMATIC WARMING IN MOST REGIONS, WE STUDIED WHETHER PEATLAND DRAINAGE IN FORESTED CATCHMENTS HAS CONTRIBUTED TO THE INCREASING TOC CONCENTRATIONS. WE ANALYSED THE SPATIAL VARIABILITY OF AVERAGE TOC CONCENTRATIONS FROM A TOTAL OF 133 PEATLAND DOMINATED CATCHMENTS IN SWEDEN AND FINLAND, OF WHICH 62 WERE PRISTINE AND 71 WERE DRAINED DURING THE LAST CENTURY. IN ADDITION, WE PERFORMED A TREND ANALYSIS ON 37 CATCHMENTS FOR WHICH LONG-TERM DATA WERE AVAILABLE. WE FOUND ABOUT 14 MG L(-1) HIGHER TOC CONCENTRATIONS IN STREAMS DISCHARGING FROM DRAINED THAN UNDRAINED SITES IN SOUTHERN LATITUDES, AND ABOUT 8 MG L(-1) HIGHER CONCENTRATIONS FROM DRAINED SITES IN NORTHERN LATITUDES. TREND ANALYSIS DID NOT INDICATE SIGNIFICANT DIFFERENCES IN TOC CONCENTRATION TRENDS BETWEEN DRAINED AND UNDRAINED CATCHMENTS BUT INDICATED THAT TREE STAND VOLUME CORRELATED WITH INCREASING TRENDS. THIS SUPPORTS EARLIER FINDINGS IN THAT THE GENERAL INCREASE IN FOREST COVER AND BIOMASS THAT HAS OCCURRED IN HIGH LATITUDES DURING THE LAST DECADES IS ANOTHER FACTOR THAT HAS CONTRIBUTED TO BROWNIFICATION. (C) 2021 ELSEVIER B.V. ALL RIGHTS RESERVED.","PEATLAND DRAINAGE - A MISSING LINK BEHIND INCREASING TOC CONCENTRATIONS IN WATERS FROM HIGH LATITUDE FOREST CATCHMENTS?","SCIENCE OF THE TOTAL ENVIRONMENT","ARTICLE","JUN 20",2021,"10.1016/j.scitotenv.2021.145150","ENVIRONMENTAL SCIENCES","WOS:000641162000004"
"789","CAMPBELL DI, 2021, SCI TOTAL ENVIRON","CAMPBELL DI;GLOVER-CLARK GL;GOODRICH JP;MORCOM CP;SCHIPPER LA;WALL AM","DRAINED PEATLANDS AREMAJOR SOURCES OF CO2 TO THE ATMOSPHERE, YET THE EFFECTS OF LAND MANAGEMENT AND HYDROLOGICAL EXTREMES HAVE BEEN LITTLE-STUDIED AT SPATIAL SCALES RELEVANT TO AGRICULTURAL ENTERPRISES. WE MEASURED FLUXES OF CO2 USING THE EDDY COVARIANCE (EC) TECHNIQUE AT TWO ADJACENT DAIRY FARMS ON A DRAINED PEATLAND IN AOTEAROA NEW ZEALAND WITH REMAINING PEAT DEPTHS 5.5-8 M. ONE SITE (SD) HAD SHALLOW SURFACE DRAINS AND MEAN WATER TABLE DEPTH (WTD) -657 MM, WHILE THE OTHER SITE (BD) HAD DEEP FIELD BORDER DRAINS AND MEAN WTD -838 MM. NET ECOSYSTEM CO2 PRODUCTION (NEP) WAS SIMILAR AT THE TWO SITES WHEN THE SOILS WERE MOIST BUT DIVERGED DURING LATE-SUMMER DRYING, WITH SITE BD HAVING 4.56 T C HA(-1) GREATER CO2 EMISSION THAN SITE SD OVER THE FOUR-MONTH DRY PERIOD. SOIL DRYING REDUCED GROSS PRIMARY PRODUCTION (GPP) AT BOTH SITES, WHILE ECOSYSTEM RESPIRATION (ER) WAS REDUCED AT SITE SD BUT NOT AT SITE BD. THE LOW DRY SEASON RESPIRATION RATES AT SITE SD CONTRIBUTED TO NEAR-ZERO ANNUAL NEP, WHILE HIGHER RESPIRATION RATES AT SITE BD LED TO ANNUAL CO2 LOSS OF -4.95 +/- 0.59 T C HA(-1) YR(-1). ACCOUNTING FOR OTHER IMPORTS AND EXPORTS OF CARBON, ANNUAL NET ECOSYSTEM CARBON BALANCES WERE -2.23 AND -8.47 T C HA(-1) YR(-1) AT SITES SD AND BD, RESPECTIVELY. IT IS LIKELY THAT THE CONTRASTING DRY SEASON RESPIRATION RATES RESULTED FROM DIFFERENCES IN SOIL PHYSICAL PROPERTIES AFFECTING SOIL MOISTURE VERTICAL REDISTRIBUTION AND AVAILABILITY TO PLANTS AND MICROBES RATHER THAN FROM THE RELATIVELY SMALL DIFFERENCES IN WTD. THESE DIFFERENCES COULD BE CAUSED BY SOIL PHYSICAL DISTURBANCES DURING PASTURE RENEWAL OR PADDOCK RECONTOURING, OR TIME SINCE INITIAL DRAINAGE. THEREFORE, IMPROVED SOIL MANAGEMENT MIGHT PROVIDE PRACTICAL MITIGATION AGAINST EXCESSIVE CO2 EMISSIONS DURING DRY CONDITIONS, INCLUDING DROUGHTS. (C) 2020 ELSEVIER B.V. ALL RIGHTS RESERVED.","LARGE DIFFERENCES IN CO2 EMISSIONS FROM TWO DAIRY FARMS ON A DRAINED PEATLAND DRIVEN BY CONTRASTING RESPIRATION RATES DURING SEASONAL DRY CONDITIONS","SCIENCE OF THE TOTAL ENVIRONMENT","ARTICLE","MAR 15",2021,"10.1016/j.scitotenv.2020.143410","ENVIRONMENTAL SCIENCES","WOS:000607779400074"
"790","GAFFNEY PPJ, 2021, BIOGEOCHEMISTRY","GAFFNEY PPJ;HANCOCK MH;TAGGART MA;ANDERSEN R","THE RESTORATION OF DRAINED AFFORESTED PEATLANDS, THROUGH DRAIN BLOCKING AND TREE REMOVAL, IS INCREASING IN RESPONSE TO PEATLAND RESTORATION TARGETS AND POLICY INCENTIVES. IN THE SHORT TERM, THESE INTENSIVE RESTORATION OPERATIONS MAY AFFECT RECEIVING WATERCOURSES AND THE BIOTA THAT DEPEND UPON THEM. THIS STUDY ASSESSED THE IMMEDIATE EFFECT OF 'FOREST-TO-BOG' RESTORATION BY MEASURING STREAM AND RIVER WATER QUALITY FOR A 15 MONTH PERIOD PRE- AND POST-RESTORATION, IN THE FLOW COUNTRY PEATLANDS OF NORTHERN SCOTLAND. WE FOUND THAT THE CHEMISTRY OF STREAMS DRAINING RESTORATION AREAS DIFFERED FROM THAT OF CONTROL STREAMS FOLLOWING RESTORATION, WITH PHOSPHATE CONCENTRATIONS SIGNIFICANTLY HIGHER (1.7-6.2 FOLD, MEAN 4.4) IN RESTORATION STREAMS COMPARED TO THE PRE-RESTORATION PERIOD. THIS LED TO A DECREASE IN THE PASS RATE (FROM 100 TO 75%) FOR THE TARGET ""GOOD"" QUALITY THRESHOLD (BASED ON EU WATER FRAMEWORK DIRECTIVE GUIDELINES) IN RIVERS IN THIS IMMEDIATE POST-RESTORATION PERIOD, WHEN COMPARED TO UNAFFECTED RIVER BASELINE SITES (WHICH FELL FROM 100 TO 90% POST-RESTORATION). WHILE OVERALL INCREASES IN TURBIDITY, DISSOLVED ORGANIC CARBON, IRON, POTASSIUM AND MANGANESE WERE NOT SIGNIFICANT POST-RESTORATION, THEY EXHIBITED AN EXAGGERATED SEASONAL CYCLE, PEAKING IN SUMMER MONTHS IN RESTORATION STREAMS. WE ATTRIBUTE THESE RELATIVELY LIMITED, MINOR SHORT-TERM IMPACTS TO THE FACT THAT RELATIVELY SMALL PERCENTAGES OF THE CATCHMENT AREA (3-23%), IN OUR STUDY CATCHMENTS WERE FELLED, AND THAT DRAIN BLOCKING AND SILT TRAPS, PUT IN PLACE AS PART OF RESTORATION MANAGEMENT, WERE LIKELY EFFECTIVE IN MITIGATING NEGATIVE EFFECTS. LOOKING AHEAD, WE SUGGEST THAT FUTURE RESEARCH SHOULD INVESTIGATE LONGER TERM WATER QUALITY EFFECTS AND COMPARE DIFFERENT WAYS OF POTENTIALLY CONTROLLING NUTRIENT RELEASE.","CATCHMENT WATER QUALITY IN THE YEAR PRECEDING AND IMMEDIATELY FOLLOWING RESTORATION OF A DRAINED AFFORESTED BLANKET BOG","BIOGEOCHEMISTRY","ARTICLE","APR",2021,"10.1007/s10533-021-00782-y","ENVIRONMENTAL SCIENCES; GEOSCIENCES, MULTIDISCIPLINARY","WOS:000635038400003"
"791","ADITYA T, 2019, J LOCAT BASED SERV","ADITYA T;LAKSONO D;IZZAHUDDIN N","HAZE OVER SUMATERA AND KALIMANTAN HAS BEEN A PROLONGED TRANS-BOUNDARY ISSUE IN SOUTH EAST ASIA MAINLY DUE TO SETTING FIRE TO DRAINED PEATLAND. AT PRESENT, FIRE SOURCES (I.E. HOTSPOTS) ARE LOCATED BASED ON SATELLITE DATA. SENSORS SUCH AS MODIS AND AVHRR DETECT EXTREMES IN AVERAGE TEMPERATURES OF AN AREA. THE HOTSPOTS HAVE LOW SPATIAL RESOLUTION AND LARGE SPATIAL FOOTPRINTS, THUS MAKING IT HARDER TO DETECT FIRES. THIS RESEARCH PROPOSED A GROUND-BASED SPATIAL VALIDATION OF SATELLITE DATA BASED ON CROWDSOURCING IN ORDER TO OBTAIN MORE ACCURATE ESTIMATES OF THE LOCATION AND SEVERITY OF THE FIRE. WE DEVELOPED AN ANDROID APPLICATION FOR REPORTING AND VALIDATING FIRES IN PEATLANDS. CROWD DATA COLLECTED WERE INTEGRATED WITH SATELLITE HOTSPOT DATA BY THE DASHBOARD SYSTEM AS A MONITORING PLATFORM FOR GOVERNMENT AGENCIES. THE 110,888 HECTARES OF PADANG ISLAND, IN RIAU PROVINCE, WERE CHOSEN AS THE STUDY AREA GIVEN ITS VULNERABILITY TO PEATLAND FIRE AND IMMINENT DANGER OF SUBSIDENCE AS THE COLLATERAL EFFECT OF DRAINING PEATLANDS. RESIDENTS OF PADANG ISLAND TESTED THE USE-CASE SCENARIO OF THE APP TO ASSESS ITS APPLICABILITY. THE STUDY SHOWED THE POTENTIAL USE OF MOBILE APPS FOR LOCAL COMMUNITIES TO HELP THE GOVERNMENT VALIDATE HOTSPOTS FOR HAZE MITIGATION.","CROWDSOURCED HOTSPOT VALIDATION AND DATA VISUALISATION FOR LOCATION-BASED HAZE MITIGATION","JOURNAL OF LOCATION BASED SERVICES","ARTICLE",NA,2019,"10.1080/17489725.2019.1619851","TELECOMMUNICATIONS","WOS:000503029300001"
"792","XUE D, 2021, ECOL INDIC","XUE D;LIU T;CHEN H;LIU JX;HU J;LIU LF","THE PEATLANDS OF THE ZOIGE PLATEAU ARE AN IMPORTANT GLOBAL CARBON SOURCE THAT IS CURRENTLY UNDER THREAT AS A RESULT OF DRAINAGE FOR GRAZING. HOW DRAINAGE AFFECTS THE MICROBIAL DIVERSITY AND ACTIVITY IN PEATLANDS IS UNCLEAR. THIS STUDY EXAMINED THE RESPONSE OF MICROBIAL COMMUNITIES AT TWO SITES TO SHORT-TERM DRAINAGE (3 YEARS) AND LONG-TERM DRAINAGE (48 YEARS) IN COMBINATION WITH THREE DIFFERENT WATER TABLE TREATMENTS. OUR OBJECTIVE WAS TO EXAMINE THE CHANGES IN THE PHYSICOCHEMICAL PROPERTIES OF THE SOIL, COMPOSITION OF BACTERIAL AND FUNGAL COMMUNITIES, AND MICROBIAL ACTIVITY. OUR RESULTS INDICATED THAT (1) BOTH DURATION OF DRAINAGE AND WATER TABLE DRAWDOWN HAD SIGNIFICANT EFFECTS ON THE DIVERSITY AND COMPOSITION OF THE BACTERIAL AND FUNGAL COMMUNITIES IN THE SOIL, AND CERTAIN BACTERIA WERE REPLACED BY FUNGAL DECOMPOSERS; (2) DURATION OF DRAINAGE AFFECTED THE STRUCTURE OF FUNGAL COMMUNITIES MORE THAN THAT OF BACTERIAL COMMUNITIES, AND INTERACTIONS BETWEEN MICROBIAL SPECIES WERE MORE COMPLEX IN PEATLANDS WITH LONG-TERM DRAINAGE; (3) DRAINAGE SIGNIFICANTLY ALTERED CONCENTRATIONS OF DIS SOLVED INORGANIC NITROGEN (NH4+-N AND NO3--N), AND THESE CHANGES CORRELATED WITH STRUCTURE OF BACTERIAL AND FUNGAL COMMUNITIES AS WELL AS WITH CHANGES IN ABUNDANCE OF CERTAIN DOMINANT MICROBIAL SPECIES; AND (4) FUNGAL COMMUNITIES EXPLAINED A LARGER PART OF MICROBIAL ACTIVITY THAN BACTERIAL COMMUNITIES. OVERALL, THESE FINDINGS SUGGEST THAT FUNGI PLAY A MUCH MORE IMPORTANT ROLE THAN BACTERIA IN MICROBIAL-MEDIATED ECOSYSTEM FUNCTIONING IN PEATLANDS UNDERGOING DRAINAGE.","FUNGI ARE MORE SENSITIVE THAN BACTERIA TO DRAINAGE IN THE PEATLANDS OF THE ZOIGE PLATEAU","ECOLOGICAL INDICATORS","ARTICLE","MAY",2021,"10.1016/j.ecolind.2021.107367","BIODIVERSITY CONSERVATION; ENVIRONMENTAL SCIENCES","WOS:000624331600001"
"793","SWINDLES GT, 2021, REV PALAEOBOT PALYNO","SWINDLES GT;GALLOWAY JM;RUSHWORTH G;WHEELER J;MURPHY P;TAYLOR TF","THE YORKSHIRE DALES IS ONE OF THE MOST ICONIC AGRICULTURAL LANDSCAPES IN BRITAIN. HOWEVER, MANY QUESTIONS REMAIN OVER THE EVOLUTION OF THIS LANDSCAPE THROUGH TIME AND ITS NATURAL STATE BEFORE MAJOR HUMAN IMPACTS. HERE WE PRESENT NEW PALYNOLOGICAL DATA THAT PROVIDE INSIGHT INTO THE VEGETATION AND FIRE HISTORY OF THE SOUTHERN YORKSHIRE DALES FROM THE LATE GLACIAL PERIOD TO PRESENT DAY. OUR DATA SUGGEST THAT THERE IS CONSIDERABLE VARIATION IN VEGETATION HISTORY BETWEEN SITES, WHICH PROBABLY REFLECTS TOPOGRAPHIC AND EDAPHIC FACTORS. SEVERAL OF THE RECORDS CONTAIN HIATUSES THAT MAY REFLECT FOREST CLEARANCE, SLOW PEAT ACCUMULATION, OR PEAT DRAINAGE, CUTTING AND/OR BURNING. OUR DATA SHOW A MARKED CLEARANCE OF WOODLAND BEGINNING IN THE NEOLITHIC PERIOD AND INTENSIFYING IN MORE RECENT TIMES, MARKING THE DEVELOPMENT OF THE CONTEMPORARY AGRICULTURAL LANDSCAPE OF THE YORKSHIRE DALES. (C) 2020 ELSEVIER B.V. ALL RIGHTS RESERVED.","NATURAL TO CULTURAL: THE VEGETATION HISTORY OF THE SOUTHERN YORKSHIRE DALES, UK","REVIEW OF PALAEOBOTANY AND PALYNOLOGY","ARTICLE","JAN",2021,"10.1016/j.revpalbo.2020.104328","PLANT SCIENCES; PALEONTOLOGY","WOS:000596331000002"
"794","SHEIN EV, 2019, EURASIAN SOIL SCI+","SHEIN EV;POZDNYAKOVA AD;SOROKINA NV;DEMBOVETSKY AV;SHVAROV AP;IL'IN LI","THE TEMPERATURE REGIME AND THE DEPENDENCE OF THERMAL DIFFUSIVITY ON THE VOLUMETRIC WATER CONTENT IN HIGH-ASH DRAINED PEAT SOILS (SAPRIC DRAINIC HISTOSOLS (LIGNIC)) ON WOODY PEAT UNDERLAIN BY GRASS, SEDGE, AND WOODY PEAT LAYER IN THE YAKHROMA RIVER VALLEY (MOSCOW OBLAST) WERE STUDIED IN TERRAIN AND LABORATORY ON UNDISTURBED SAMPLES. IN THE LABORATORY, THE DEPENDENCES OF THERMAL DIFFUSIVITY WERE DETERMINED IN THE COURSE OF SAMPLE DRYING BY THE KONDRAT'EV METHOD (A STEADY-STATE RADIAL HEAT FLOW); WHEREAS THE TERRAIN DYNAMIC DATA ON THE DAILY TEMPERATURE VARIATIONS WERE USED TO SOLVE THE INVERSE PROBLEM BY THE HEAT WAVE METHOD. THE DEPENDENCES OBTAINED BY LABORATORY AND FIELD METHODS SHOWED A DOME-LIKE SHAPE, THE MAXIMA OF WHICH WERE CLOSE (AT THE VOLUMETRIC WATER CONTENT EQUAL TO 57-60%), BUT THE THERMAL DIFFUSIVITY OBTAINED FROM THE TERRAIN DATA WAS 1.2 TIMES LOWER AT THE MAXIMUM POINT. CONSIDERING THE FURTHER USE OF DEPENDENCES IN PREDICTIVE MATHEMATICAL MODELS, APPROXIMATION OF THE CURVES BY THE METHOD OF CHANG AND HORTON MADE IT POSSIBLE TO EVALUATE THE ACCURACY OF THE APPROXIMATION PARAMETERS AND TO COMPARE THEM. ACCORDING TO THE LABORATORY METHOD, THE APPROXIMATION ERRORS GREW RELIABLY WITH AN INCREASE IN THE MEASURED THERMAL DIFFUSIVITY, WHICH POINTS TO A SYSTEMATIC ERROR IN THE LABORATORY MEASUREMENT OF THE LATTER AS DEPENDENT ON THE WATER CONTENT; THIS EFFECT WAS NOT REGISTERED IN THE FIELD METHOD. THE SYSTEMATIC ERRORS IN LABORATORY STUDIES MUST BE ASSOCIATED WITH SHRINKAGE AND VAPOR TRANSFER.","THERMOPHYSICAL PROPERTIES OF HISTOSOLS ON LOWMOOR PEAT","EURASIAN SOIL SCIENCE","ARTICLE","NOV",2019,"10.1134/S1064229319110115","SOIL SCIENCE","WOS:000510611500005"
"795","TOLVANEN A, 2020, RESTOR ECOL","TOLVANEN A;TARVAINEN O;LAINE AM","IN BOREAL PEATLANDS FELLING AND TREE HARVEST ARE COMMONLY CARRIED OUT AS PART OF PEATLAND RESTORATION. STEM-ONLY HARVEST IS THE PRINCIPAL HARVEST METHOD AND IT LEAVES THE LIVE CROWN MATERIAL (FELLING RESIDUE) CONTAINING MOST TREE NUTRIENTS AT THE SITE. WHOLE-TREE HARVEST, WHERE FELLING RESIDUE IS REMOVED, IS NOT FAVORED DUE TO HIGHER TRANSPORT COSTS, ALTHOUGH IT MIGHT BETTER PROMOTE THE RECOVERY OF NUTRIENT-POOR PEATLANDS TOWARDS PRISTINE CONDITIONS. WE INVESTIGATED WHETHER INITIAL DIFFERENCES IN N MINERALIZATION AND DECOMPOSITION RATES OBSERVED BETWEEN TREE HARVEST METHODS CONTINUED OUT TO 6 YEARS AFTER RESTORATION AND WHETHER THE SPATIAL VARIATION IN WATER TABLE (WT) LEVEL AND WATER NUTRIENT CONCENTRATIONS PARALLELS WITH THE OBSERVED PATTERN IN MINERALIZATION AND DECOMPOSITION RATES. THE STUDY WAS DONE AT 15 PEATLAND SITES IN NATURA 2000 PROTECTION AREAS IN FINLAND DURING 2007-2013. CONCENTRATION OF AMMONIUM IN SOIL WATER WAS HIGHER IN THE STEM-ONLY HARVEST TREATMENT COMPARED TO THAT OF THE WHOLE-TREE HARVEST TREATMENT, WHEREAS THE PREVIOUSLY OBSERVED DIFFERENCES IN NET N MINERALIZATION AND DECOMPOSITION RATES HAD LEVELED OUT BY THE SIXTH YEAR AFTER RESTORATION. THE SPATIAL VARIATION CREATED BY THE DITCH NETWORK STILL AFFECTED THE HYDROLOGY AND PEATLAND FUNCTIONS SO THAT THE NUTRIENT CONCENTRATIONS WERE HIGHER NEAR DITCHES THAN IN OTHER LOCATIONS, IMPLYING POTENTIAL RISK FOR NUTRIENT LEACHING. BASED ON THIS STUDY, THERE IS NO REASON TO PREFER EITHER HARVEST METHOD OVER THE OTHER IN NUTRIENT-POOR DRAINED PEATLANDS WITH LOW TREE VOLUMES, WHICH CONSTITUTE THE MAJORITY OF AVAILABLE PEATLAND RESTORATION AREA IN FINLAND.","SOIL AND WATER NUTRIENTS IN STEM-ONLY AND WHOLE-TREE HARVEST TREATMENTS IN RESTORED BOREAL PEATLANDS","RESTORATION ECOLOGY","ARTICLE","NOV",2020,"10.1111/rec.13261","ECOLOGY","WOS:000582258800001"
"796","MARINICHEV EA, 2018, LESNOY ZH","MARINICHEV EA","SWAMP FORESTS AND MARSH LANDS OF THE FOREST HYDROMELIORATION FUND OF THE VOLOGDA REGION OCCUPY AN AREA OF 1,014,400 HECTARES; 742,100 HA ARE CONCENTRATED ON FOREST-COVERED LANDS. THE USE OF A COMPLEX OF FOREST MANAGEMENT MEASURES - DRAINAGE, IMPROVEMENT CUTTING, FELLING OF MATURE AND OVER-MATURE STANDS - CAN INCREASE THE PRODUCTIVITY OF EXCESSIVELY MOISTENED FORESTS. THE EXPERIENCE OF INTEGRATED FOREST MANAGEMENT IS NECESSARY FOR THE SCIENTIFIC SUBSTANTIATION OF THE USE OF CERTAIN METHODS OF CUTTING ON DRAINED PEAT SOILS. THE ISSUES OF THE FORMATION OF OPTIMAL SPECIES AND AGE COMPOSITION OF STANDS ON DRAINED LANDS BY MEANS OF A CERTAIN FELLING SYSTEM IN THE REGION DESERVE ATTENTION. THE GOAL OF RESEARCH IS TO IDENTIFY OPTIMAL CONDITIONS FOR THINNING IN MIDDLE-AGED PINE FORESTS ON DRAINED LANDS THAT ENSURE THE CULTIVATION OF SUSTAINABLE PRODUCTIVE FOREST PLANTATIONS. THE EXPERIMENTAL MATERIAL IS COLLECTED AT STATIONARY FACILITIES OF THE VOLOGDA REGION; THE RESEARCH RESULTS IN PINE FORESTS ON THE SOILS OF MESOTROPHIC AND OLIGOMESOTROPHIC TYPES OF WATERLOGGING ARE SUMMARIZED; CONCLUSIONS AND PRACTICAL RECOMMENDATIONS ARE PRESENTED. MORPHOMETRIC PARAMETERS OF STANDS ARE DETERMINED ON TRIAL PLOTS. THE PROCESSING OF DYNAMIC REPLICATIONS OF INVENTORY ON TRIAL PLOTS WITH NUMBERING IS CARRIED OUT BY DIVIDING THE FOREST INTO FIXED STEPS AND REVEALING THE GROWTH DYNAMICS FOR THEM. MORE HIGHLY PRODUCTIVE PLANTATIONS CAN BE GROWN IN CONDITIONS OF INCREASED MOISTURE IN THE VOLOGDA REGION. SCIENTIFICALLY GROUNDED THINNING SHOULD BE MARKED AMONG THE MEASURES FOR FOREST MANAGEMENT INTENSIFICATION. A CONTROLLED PROCESS OF THINNING WILL ALLOW STABILIZING THE STRUCTURE OF THE FOREST FUND AND INCREASING THE PRODUCTIVITY OF PLANTATIONS. THE THINNING PROCESS IS OF GREAT IMPORTANCE IN THE PLANTATIONS THAT HAVE BEEN DRAINED, DUE TO THE INTENSIFICATION OF ATTRITION AND DIFFERENTIATION OF TREES. THE IMPROVEMENT OF PLANTATION STAND INDICATORS ON DRAINED PEAT SOILS IS POSSIBLE ONLY WITH THE USE OF HIGH-INTENSITY THINNING.","THE RESULTS OF THINNING ON DRAIN LANDS OF THE VOLOGDA REGION","LESNOY ZHURNAL-FORESTRY JOURNAL","ARTICLE",NA,2018,"10.17238/issn0536-1036.2018.4.70","FORESTRY","WOS:000452573600008"
